cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,power_consumption,uptime,status,screen_brightness,cpu_frequency,power_saver_active
9.11,56.63,4.24,7.35,282,5076,26125,8.16,43.76,18.9,43.94,0,92.9,1338.6,0
57.33,44.37,8.61,7.01,230,3910,25623,19.99,62.27,22.13,42.41,0,26.2,1497.0,0
39.34,70.19,16.43,6.08,184,3496,21307,15.85,61.09,28.61,23.01,0,47.5,2294.6,0
27.2,50.46,2.54,17.33,338,7436,38045,11.98,49.64,23.6,42.51,0,39.8,1907.2,0
55.57,78.55,4.95,5.12,297,3564,25061,14.96,68.37,37.22,22.19,0,38.8,2700.5,0
33.69,60.41,3.48,14.47,277,3324,21318,6.95,61.57,22.29,76.94,0,37.1,1847.5,1
7.35,58.89,29.78,8.01,123,1230,7237,8.43,46.68,20.12,93.61,0,77.6,800.0,1
10.97,42.67,15.66,8.04,246,2214,13624,12.61,47.65,17.48,1.12,0,45.3,1517.3,0
22.75,43.2,9.48,3.92,109,1635,11376,8.86,48.02,20.82,23.64,0,81.7,1884.2,0
20.2,45.73,44.05,11.46,203,2639,16541,4.21,51.73,20.48,46.41,0,65.5,1773.1,0
29.75,53.61,19.97,7.78,307,5219,29227,11.43,52.21,23.3,27.9,0,50.1,1750.4,0
42.17,71.58,40.37,10.7,214,4922,28781,7.75,62.7,28.47,66.81,0,55.4,1937.6,1
17.77,67.33,13.65,10.77,204,4692,24170,12.0,51.27,19.02,153.52,0,45.1,1216.4,1
72.18,47.95,2.23,34.38,140,2800,22152,16.23,68.89,51.48,60.83,0,39.3,3108.6,0
33.93,23.62,16.88,7.03,189,4347,24539,7.73,58.64,24.85,85.54,0,62.4,1937.9,0
35.57,44.13,3.38,16.48,178,2136,15083,10.44,60.01,22.78,20.55,0,57.5,1924.4,0
25.61,57.3,6.37,9.91,338,3380,21248,5.92,54.58,21.78,214.39,0,39.4,1623.0,1
43.68,58.47,10.69,17.29,166,3652,22100,8.38,61.54,31.96,19.31,0,98.0,2225.4,0
26.95,82.5,2.57,10.9,110,1870,12111,15.52,53.09,23.21,4.34,0,42.9,2139.7,0
15.72,76.46,0.32,35.38,338,2704,17906,18.11,52.72,20.12,77.33,0,29.8,1157.1,0
31.39,66.91,5.94,11.75,261,5742,31327,15.29,54.03,23.36,172.66,0,52.2,1579.3,0
34.47,45.26,26.09,12.95,293,4981,28260,9.53,57.4,22.06,59.98,0,30.8,1775.1,1
20.87,59.23,0.23,24.86,291,5238,27444,10.67,51.97,21.48,28.43,0,94.8,1301.9,1
16.32,62.7,1.74,9.82,92,1104,7200,5.55,51.85,22.37,173.29,0,87.4,1415.0,1
24.51,74.77,24.66,22.63,182,3640,20421,10.03,54.88,21.32,73.75,0,39.5,1470.9,0
28.9,40.16,5.48,24.93,255,2040,15441,10.42,51.26,18.59,72.31,0,33.5,1570.5,1
34.63,68.37,41.76,8.73,287,2296,18587,16.9,61.89,24.0,3.98,0,54.2,1802.2,0
39.05,63.93,7.18,19.75,67,670,8086,11.03,61.97,25.89,1.37,0,60.8,1848.8,1
30.23,47.37,23.9,6.85,336,3024,21428,9.52,55.41,22.08,92.8,0,57.1,1915.0,0
19.67,74.56,4.49,13.82,180,2160,12644,6.02,50.48,21.96,5.69,0,77.6,1645.7,0
33.46,26.55,0.96,8.22,247,5187,27679,11.58,50.41,24.22,30.51,0,87.3,1947.4,0
19.38,87.59,32.0,11.7,203,3857,21306,11.83,55.59,18.81,57.33,0,34.0,1091.0,1
10.71,74.75,39.32,18.38,233,4427,22483,19.51,56.23,19.63,78.4,0,65.2,1294.9,0
17.32,52.09,18.47,23.94,125,2375,13331,14.0,46.45,19.8,19.3,0,69.4,1584.6,0
23.68,48.66,22.05,3.0,82,984,7766,3.9,54.33,20.12,147.87,0,42.3,1835.7,0
29.96,54.48,0.11,7.22,349,4886,28791,12.8,57.24,19.03,14.98,0,43.5,1035.1,0
21.87,43.72,21.03,27.49,251,3012,18877,5.37,56.02,23.13,91.54,0,73.0,1525.1,1
31.5,51.61,9.59,12.18,192,2688,18323,6.28,56.93,19.3,0.78,0,32.4,1667.8,0
26.42,67.31,9.04,11.95,196,2940,18136,9.82,52.16,22.95,1.22,0,47.7,1416.2,1
23.4,44.38,11.65,22.1,305,5795,31016,9.7,49.43,18.28,63.41,0,38.1,948.9,1
8.45,69.1,4.75,2.8,97,776,4910,10.62,44.95,17.9,34.83,0,66.3,1130.6,1
6.29,51.29,17.88,6.7,297,3267,17730,4.0,41.27,18.52,58.69,0,89.2,1143.0,0
10.29,71.4,5.26,22.06,142,1136,8147,10.12,47.39,18.98,11.07,0,43.5,906.5,1
19.69,75.44,12.27,4.44,228,4104,22627,6.28,52.8,20.19,13.35,0,42.6,1411.6,0
13.94,40.01,2.21,12.45,322,6762,34231,23.05,49.17,18.43,248.75,0,45.1,1754.0,0
24.52,23.35,16.86,3.54,249,4731,24862,5.27,46.44,21.16,54.28,0,90.0,1517.3,1
11.65,57.48,3.15,8.82,176,2288,12961,8.59,46.79,17.49,6.67,0,35.6,1590.8,0
20.54,58.85,2.8,23.96,85,935,7285,4.12,50.35,19.23,50.67,0,25.7,1682.9,0
8.28,36.65,0.37,3.99,137,2192,11440,3.59,42.48,16.98,4.27,0,21.5,1168.4,0
12.82,80.02,1.95,10.06,217,1736,10858,15.21,51.19,19.71,25.73,0,78.5,1344.7,0
35.97,49.57,3.97,20.75,133,2793,17737,7.4,56.13,21.9,160.77,0,43.7,1733.3,1
39.32,64.59,3.77,7.26,61,854,8136,12.24,58.68,23.22,70.2,0,89.6,1274.6,1
15.77,44.01,5.96,14.83,343,5145,27916,7.99,49.74,19.59,32.43,0,70.7,1387.1,1
17.38,32.61,0.84,36.2,330,2640,17994,13.83,47.89,14.93,67.51,0,24.2,918.8,0
22.5,72.52,41.05,18.84,88,1584,10784,20.3,55.81,24.51,228.93,0,74.2,1728.6,1
53.6,41.11,1.9,13.83,103,1133,12706,14.33,63.19,36.61,60.08,0,20.2,2557.0,0
25.07,66.79,18.16,31.91,295,6195,32408,11.26,49.18,20.14,136.84,0,59.2,1374.1,1
13.04,42.59,11.49,13.3,154,1232,8042,6.07,47.13,18.74,16.62,0,61.4,1542.8,0
48.53,51.7,12.07,11.24,94,1222,11642,13.34,63.63,26.88,125.66,0,33.4,2049.1,1
8.04,52.61,1.67,6.47,132,2772,13883,8.03,48.42,17.26,224.55,0,43.0,800.0,1
23.57,54.61,4.18,20.28,240,4320,22970,11.65,53.47,18.83,8.13,0,50.5,1665.1,0
51.06,45.36,22.7,41.5,240,5280,30204,10.48,63.45,29.26,121.3,0,25.0,2222.5,0
11.04,65.8,9.35,3.38,66,660,4669,9.48,44.62,16.89,54.95,0,42.6,1113.4,0
24.51,69.14,9.16,7.35,328,7216,36725,8.21,54.76,22.2,21.58,0,48.2,1856.3,0
23.58,73.32,11.84,11.58,143,1716,12197,13.43,57.6,21.97,167.2,0,90.9,881.7,0
68.02,48.3,8.53,7.21,302,2416,21532,9.28,73.06,35.97,4.38,0,75.0,2020.3,0
38.06,38.22,24.61,19.67,248,1984,16404,21.01,60.24,20.44,266.14,0,88.1,1231.6,1
44.32,58.21,20.72,17.65,281,3934,24867,8.5,60.69,26.14,14.58,0,46.9,2162.4,0
31.49,60.56,5.72,15.52,100,1300,10552,9.53,53.62,24.07,243.22,0,97.2,1610.5,1
39.04,60.64,25.08,36.67,278,4448,27173,11.07,63.07,25.35,24.9,0,60.7,2201.8,0
22.92,78.0,10.97,14.79,281,6182,31486,13.65,54.44,21.77,76.88,0,34.1,1665.3,0
30.42,56.66,14.82,8.82,228,2736,18244,6.86,58.49,25.2,230.44,0,61.1,1999.3,0
8.86,86.48,30.17,6.11,211,1688,11420,9.15,43.77,22.76,268.08,0,78.0,1531.2,0
4.95,68.19,9.69,16.22,345,5175,26592,13.95,42.66,18.61,59.4,0,91.9,1438.6,0
73.61,68.66,21.17,6.21,339,2712,24962,8.91,71.97,51.86,136.82,0,35.0,3054.0,0
62.85,56.31,14.84,19.01,335,6030,35682,12.75,64.66,30.77,83.1,0,51.2,1897.1,0
48.85,50.33,8.35,9.14,315,2520,20739,7.05,61.85,31.91,1.15,0,62.6,2336.6,0
34.3,45.84,23.34,3.58,195,3705,21103,6.58,55.94,26.01,5.71,0,94.9,1870.7,1
71.08,57.75,1.67,22.4,268,4556,31166,11.15,73.03,41.49,96.01,0,37.4,2510.5,1
25.85,68.14,13.06,17.15,154,2464,15246,5.04,52.91,24.55,1.76,0,85.5,2041.1,0
61.51,52.05,0.71,19.67,255,4590,28988,23.1,70.78,38.9,0.3,0,21.3,2812.7,0
45.4,49.44,2.55,4.8,92,1288,12212,14.46,57.63,30.11,64.22,0,73.5,2484.0,0
42.89,39.53,13.7,27.1,280,3360,23222,10.19,61.19,27.91,15.76,0,48.7,2225.1,0
31.47,62.68,5.51,37.13,175,2100,14508,11.76,55.82,24.45,107.33,0,80.5,1843.1,0
48.41,38.97,4.57,6.78,119,2499,17849,7.51,64.04,23.92,21.07,0,23.7,2024.1,1
9.77,60.97,46.8,15.41,142,2982,14067,2.07,45.92,21.78,5.57,0,99.0,800.0,0
46.48,59.25,6.83,9.63,314,5338,31733,10.77,68.05,30.55,4.59,0,67.2,2161.1,0
46.63,52.92,12.48,9.52,297,4455,28187,13.96,58.54,30.94,7.12,0,22.8,2373.2,0
58.34,73.08,11.46,14.35,158,1580,15757,8.51,69.05,35.57,104.82,0,26.4,2388.5,0
43.9,78.85,0.96,8.56,237,1896,17000,11.87,66.07,33.03,0.93,0,57.2,2324.1,0
34.22,23.4,16.83,10.99,303,3636,22501,7.11,58.63,22.54,114.69,0,76.7,1496.0,1
41.72,32.69,10.79,40.0,178,2136,16527,12.91,62.52,23.35,5.76,0,68.8,2031.9,0
27.48,63.77,7.2,5.63,162,3078,18344,14.62,55.24,21.47,17.26,0,32.1,1719.0,1
19.54,80.4,1.02,14.92,284,3976,22085,9.39,52.1,21.32,18.55,0,74.5,1444.0,1
26.73,34.57,5.2,48.34,331,5627,31535,5.04,51.05,19.65,2.32,0,83.2,1627.9,1
15.47,61.32,32.32,12.56,296,5624,29751,7.81,49.04,22.3,19.62,0,95.2,1677.5,0
31.7,28.82,2.86,18.75,94,1410,11468,10.43,53.73,24.33,17.68,0,85.0,1926.8,0
41.66,27.21,3.71,7.73,263,3682,23119,12.12,59.33,19.07,166.21,0,30.3,1250.9,0
8.79,86.03,3.45,7.21,130,1820,10655,10.11,48.97,19.39,26.31,0,50.9,833.6,1
32.88,60.83,33.22,5.45,191,3820,22146,13.35,57.72,21.97,18.51,0,72.9,1654.7,1
17.52,31.94,18.06,12.88,135,2970,16008,4.13,50.32,21.22,119.18,0,96.8,1763.4,0
43.18,51.76,32.04,36.57,233,4893,28350,13.92,63.3,22.99,127.96,0,23.7,1919.6,1
32.48,43.29,36.76,17.85,295,4720,26940,16.97,55.31,20.86,69.94,0,94.7,1221.8,0
33.66,48.59,39.46,13.5,319,2552,18746,3.86,57.01,23.81,47.25,0,63.4,1778.9,0
6.0,50.3,9.97,9.5,225,5175,25137,7.87,44.12,17.4,5.07,0,73.4,1599.0,0
21.0,58.17,9.7,9.07,95,1805,10738,12.75,49.1,19.45,2.87,0,32.6,1765.6,0
29.71,61.74,26.48,7.38,82,1230,10160,10.7,56.56,20.23,150.06,0,62.8,1044.1,0
39.8,44.71,6.05,7.93,279,4464,26975,14.18,60.95,27.94,14.83,0,61.5,2502.3,0
27.22,43.94,0.34,16.52,87,783,6587,10.76,51.28,20.06,29.59,0,47.4,1744.5,1
32.94,61.07,6.04,52.4,92,1012,9331,13.88,56.51,24.5,78.16,0,42.8,1850.4,0
4.88,45.24,18.9,20.46,273,4095,21126,5.14,47.94,18.72,16.76,0,78.2,1353.7,0
26.47,45.12,1.98,8.95,98,1470,10641,10.73,50.41,20.07,16.17,0,87.1,1389.1,1
59.9,56.58,23.04,7.69,81,810,11127,10.4,69.16,34.65,164.09,0,55.4,2105.1,1
36.17,55.46,25.35,7.38,248,1984,15475,7.16,58.73,24.06,50.88,0,69.8,1588.5,1
18.99,48.34,1.6,48.12,246,3444,20556,9.27,58.15,22.26,18.27,0,94.6,1490.3,1
32.98,70.78,1.54,21.07,267,2136,16072,15.53,51.19,25.74,97.31,0,95.5,2043.0,0
23.29,62.41,3.32,15.6,301,6321,32233,9.31,51.28,22.42,13.81,0,92.6,1557.7,0
37.26,85.27,6.61,24.23,169,2366,16672,6.67,62.05,25.76,8.68,0,95.7,1668.6,1
42.88,51.27,11.41,18.61,120,1800,13180,5.85,62.42,27.52,7.13,0,53.4,2227.9,0
37.15,65.58,9.97,3.31,200,2000,15210,12.18,52.75,26.8,36.17,0,79.5,1880.0,0
35.22,76.87,28.78,6.54,266,5852,31848,8.63,57.49,26.08,56.93,0,62.0,2011.6,0
21.45,41.6,2.3,24.39,284,4828,25948,4.67,53.15,21.86,58.98,0,80.9,1719.0,0
16.88,49.62,17.94,44.94,274,5206,26037,4.24,49.69,20.01,329.74,0,86.1,1533.5,0
35.72,73.39,11.94,27.23,256,4864,27826,7.23,59.69,22.88,51.29,0,70.3,1341.9,0
12.39,65.1,20.02,11.88,226,4746,23542,12.75,50.78,16.02,9.45,0,22.7,801.1,1
25.4,54.66,6.28,16.69,228,5244,27411,8.39,52.84,19.15,63.98,0,82.2,1878.2,0
45.28,34.28,9.56,6.91,256,2304,18276,11.61,57.3,33.08,87.36,0,99.6,2679.7,0
66.98,35.53,0.44,15.85,118,2478,19196,9.54,72.02,46.03,9.85,0,78.9,3028.0,0
49.05,48.2,1.85,14.27,248,2728,20583,6.45,65.25,27.19,3.75,0,21.9,1869.8,1
48.51,42.96,7.05,12.27,237,1896,16649,11.22,59.6,31.06,80.09,0,81.2,2380.0,0
6.17,43.31,9.85,18.34,295,6490,31270,15.9,40.72,18.37,232.55,0,65.9,1398.0,0
35.18,27.51,1.34,13.47,242,2178,17028,15.26,54.98,20.82,17.52,0,88.6,1044.9,1
39.08,34.65,26.14,2.22,331,5296,30904,14.3,50.54,26.49,90.1,0,33.1,2432.2,0
18.68,41.78,43.8,8.5,262,5764,29355,10.04,49.86,20.6,98.15,0,87.2,1675.0,0
26.58,56.76,13.61,8.13,214,3210,18638,7.08,54.77,20.82,110.93,0,95.5,1425.7,1
36.23,49.84,0.82,11.16,178,2848,18156,11.49,53.48,20.21,1.9,0,57.6,1156.5,1
16.21,55.88,20.14,14.7,146,3066,16687,11.73,45.86,20.62,7.09,0,57.0,1656.4,0
51.03,55.22,3.67,15.72,72,576,9917,13.93,62.2,29.05,80.92,0,78.4,1857.9,1
42.58,29.49,19.84,10.74,181,3258,20372,6.07,62.56,25.57,191.73,0,45.2,1859.8,1
26.65,70.96,8.55,11.38,114,1938,12524,14.18,52.09,23.44,49.04,0,86.9,1874.9,0
51.19,66.0,0.82,2.97,261,3393,22577,11.23,67.26,30.17,28.09,0,88.1,1896.7,0
8.67,55.64,4.9,23.11,266,2128,14220,8.19,44.19,18.97,60.34,0,70.7,1070.9,0
17.82,47.06,8.35,13.53,138,3174,16692,5.12,42.96,18.3,9.54,0,61.9,1437.1,0
35.85,75.4,19.99,11.0,274,3836,22899,8.17,60.22,28.06,31.12,0,87.1,2190.0,0
52.38,39.76,2.14,10.18,221,3757,24633,20.95,62.02,32.78,35.12,0,34.3,2616.0,0
32.3,69.69,5.07,5.0,191,2292,15868,13.2,57.52,20.68,89.61,0,29.7,1076.8,0
39.11,41.97,1.31,39.83,136,2040,15808,18.48,60.37,22.2,14.95,0,23.0,2186.3,0
9.05,74.75,14.35,8.26,128,2816,15021,5.98,49.66,16.83,142.73,0,20.2,800.0,1
39.09,61.97,9.64,4.69,285,5985,33230,17.47,57.75,30.25,125.75,0,73.0,2522.6,0
50.39,68.43,39.68,10.95,239,3107,22192,17.54,67.6,32.27,31.18,0,37.3,2362.3,0
56.67,58.18,20.24,12.43,323,2584,21693,7.1,67.65,38.59,179.84,0,88.4,2736.5,0
16.57,61.7,22.57,23.95,331,6289,32473,11.48,53.63,18.87,10.47,0,52.6,950.5,1
19.96,55.47,2.69,11.17,207,4140,21999,8.69,51.72,20.5,6.64,0,70.0,1792.8,0
27.07,39.75,4.65,10.45,344,7912,40226,6.96,51.58,19.63,360.28,0,74.5,1445.2,1
53.16,71.41,10.8,7.69,334,6346,37028,16.66,64.06,34.6,51.39,0,65.7,2539.0,0
3.77,51.01,0.2,4.96,276,3864,20325,5.37,40.53,16.77,114.05,0,30.0,1449.0,0
9.3,56.46,30.62,5.5,96,1920,10404,5.19,46.95,18.72,48.22,0,50.7,1443.2,0
16.28,31.2,22.56,16.97,126,1638,10196,14.88,51.79,18.13,7.55,0,24.8,1551.7,0
28.16,52.34,0.9,16.02,186,3906,22217,8.76,53.74,21.97,23.3,0,34.9,1994.1,0
26.02,60.96,28.36,21.74,206,2060,14829,7.26,53.76,21.25,7.53,0,50.2,1788.3,0
19.21,80.89,0.1,11.0,111,1665,10834,5.6,48.59,23.81,71.68,0,78.7,1855.7,0
10.34,54.03,1.82,30.17,122,1220,8185,4.56,46.34,18.99,39.84,0,61.0,840.9,0
36.51,49.86,0.85,7.0,114,2508,16715,11.09,58.24,20.81,13.92,0,76.6,1366.4,0
26.68,45.12,9.78,9.37,68,1360,9234,12.1,52.97,24.96,10.53,0,63.3,1968.7,0
27.21,45.49,22.99,11.44,67,1005,8293,19.4,50.85,19.07,36.01,0,22.2,1339.1,1
53.69,81.79,2.95,11.37,270,5670,33646,7.98,68.92,35.71,90.35,0,59.8,2568.3,0
25.73,39.03,22.14,7.43,160,1920,12360,2.87,49.09,18.69,10.32,0,30.6,1900.8,0
28.05,48.78,3.07,6.71,106,1802,12932,16.03,53.97,23.85,139.16,0,87.9,1996.1,0
32.55,76.35,69.9,2.97,339,3390,22791,11.7,54.88,26.8,149.43,0,69.0,1668.2,1
34.72,72.29,28.81,31.21,88,1320,10851,8.19,57.55,25.96,47.04,0,70.6,2038.2,0
17.53,89.74,20.04,12.3,108,2268,13309,7.28,54.36,19.19,113.24,0,69.1,1649.8,0
65.28,71.09,13.44,9.81,171,1539,16063,9.3,69.46,44.58,175.88,0,55.8,2990.6,0
10.74,58.67,4.17,7.57,256,5632,28602,8.18,42.98,17.01,107.47,0,41.6,1462.5,0
46.03,64.3,1.91,12.87,136,2584,17815,10.39,56.21,23.23,0.92,0,34.9,1339.8,0
40.87,39.83,9.25,11.07,162,2916,18783,8.21,54.85,27.59,105.08,0,58.7,2152.1,0
24.08,53.5,7.73,34.41,67,1139,8173,5.3,48.79,20.04,1.16,0,63.8,1716.4,0
26.47,40.52,16.84,9.1,182,1456,13293,9.53,49.82,17.73,22.48,0,56.1,1041.1,1
8.01,76.45,2.8,10.09,334,5010,27018,9.3,45.21,18.94,379.43,0,71.8,1212.7,0
46.83,32.97,12.39,19.27,297,4455,28401,7.09,54.79,29.22,1.5,0,67.3,2304.4,0
29.91,51.31,17.73,18.13,69,759,7768,8.77,50.01,20.12,57.31,0,46.4,1248.6,1
38.5,39.25,5.33,5.91,236,3304,20609,15.07,59.55,25.31,23.4,0,31.3,2273.9,0
56.73,70.13,22.71,16.76,133,1330,14582,17.13,64.54,39.56,77.64,0,38.3,2762.7,0
10.15,57.55,8.48,25.19,77,1232,6399,8.47,47.81,17.12,43.21,0,41.6,1572.3,0
22.01,54.55,2.66,28.98,69,1380,8654,10.82,53.23,22.85,14.39,0,77.6,1680.6,1
42.79,37.28,3.25,5.82,125,1000,11239,4.46,56.88,30.73,163.69,0,93.3,2312.1,0
21.75,76.39,4.9,11.95,68,1360,9017,17.4,52.5,21.3,90.1,0,31.5,1708.6,0
27.64,41.07,2.58,6.34,186,2790,17432,11.46,54.39,20.34,80.38,0,48.7,1781.2,0
36.7,48.92,12.41,20.4,299,4186,25225,7.08,57.52,23.43,50.22,0,22.9,1772.8,1
14.79,54.94,44.68,13.36,97,1455,9438,5.65,45.17,18.41,173.88,0,33.8,1370.5,1
45.65,63.06,33.96,25.06,194,3880,23526,14.33,59.49,20.84,57.4,0,46.9,985.8,1
35.43,50.68,5.87,16.79,318,6360,33531,11.03,54.59,22.63,185.34,0,40.2,1998.8,0
43.49,76.55,30.0,7.06,213,2556,19414,9.34,62.87,26.65,48.57,0,76.8,1746.9,1
26.88,55.83,46.19,12.8,175,3325,18411,9.46,49.29,19.56,7.49,0,26.0,1165.2,0
23.24,79.99,5.23,7.77,99,1485,10472,10.52,52.18,23.77,32.68,0,78.1,2020.7,0
48.52,41.2,35.35,6.4,148,3108,20619,15.16,63.93,33.21,7.49,0,66.7,2437.5,0
5.7,62.92,89.45,8.96,158,2212,11673,3.34,47.55,19.91,86.72,0,60.7,1254.1,0
22.17,43.92,23.97,13.67,233,3262,18653,8.47,50.36,19.5,67.64,0,59.5,1387.7,1
13.59,52.66,7.42,6.82,342,4104,23593,12.04,52.53,20.46,131.01,0,64.6,1093.9,0
30.92,35.02,14.07,13.11,286,4004,24545,9.87,56.05,22.83,23.74,0,88.6,1780.3,0
20.46,75.62,6.79,5.42,177,3540,19420,7.97,46.41,20.78,9.17,0,59.0,1928.1,0
36.39,75.61,82.68,3.9,130,2860,18043,10.48,58.66,25.98,14.26,0,73.8,1739.3,0
19.33,73.39,1.05,35.55,225,4500,23866,8.52,51.13,19.73,22.56,0,26.2,1112.4,1
30.15,69.43,33.54,9.54,207,3726,21324,13.61,58.77,23.54,37.96,0,63.6,1772.6,0
14.15,96.19,1.16,10.79,274,5754,28853,5.12,51.51,23.31,35.37,0,62.1,1866.2,0
29.97,58.17,0.65,9.78,208,3536,20632,6.43,59.59,20.5,57.18,0,98.6,928.1,1
6.32,80.29,42.19,16.54,293,2344,15022,6.21,43.97,19.15,29.56,0,41.5,1249.5,0
48.15,54.85,30.29,13.43,128,1920,15635,14.47,60.73,30.26,118.4,0,21.7,2527.0,0
36.75,64.15,6.73,20.8,227,3632,23179,9.66,57.31,25.79,34.09,0,93.2,1975.7,0
52.26,67.35,47.39,14.42,299,6578,37690,12.64,65.46,34.16,96.17,0,61.4,2474.5,0
25.74,27.81,29.69,12.02,294,4998,27380,8.76,46.67,18.8,53.97,0,31.5,1961.4,0
57.89,53.31,34.84,22.34,113,1243,13451,9.4,66.53,38.58,90.68,0,29.0,2885.4,0
50.74,51.67,13.56,9.74,92,1104,10812,9.51,64.95,33.2,257.28,0,98.0,2429.4,0
36.78,54.63,47.67,11.79,252,3528,21775,6.6,57.57,24.72,75.89,0,49.9,1957.3,1
39.73,44.23,24.88,10.47,270,3510,23186,12.05,57.29,24.88,255.99,0,64.0,1820.8,1
6.23,57.48,42.19,27.69,128,1664,9155,6.75,49.54,16.31,107.52,0,44.7,800.0,0
27.78,60.35,4.96,14.89,210,3780,21077,11.1,52.33,19.55,75.62,0,21.5,1692.7,1
33.31,39.93,11.39,12.67,113,1582,11927,14.14,55.06,23.71,55.7,0,81.7,2105.0,0
7.45,55.56,30.34,3.3,318,6996,33162,14.65,47.73,19.26,23.21,0,67.0,1485.4,0
28.07,51.28,13.0,15.1,333,5328,29668,5.77,56.71,19.28,92.56,0,69.6,1570.2,1
31.98,73.08,24.22,18.56,318,2862,19310,9.36,54.86,27.86,48.19,0,74.7,2275.7,0
13.97,63.68,54.23,21.11,174,2088,12239,15.04,51.01,18.94,3.53,0,32.1,1308.6,1
32.38,43.46,24.49,10.79,318,4452,27027,13.31,55.22,20.89,101.03,0,50.7,1664.8,1
26.23,69.67,5.68,18.01,201,1608,13128,16.59,52.92,20.48,71.75,0,57.4,967.5,1
33.78,54.23,1.9,16.02,195,2730,18128,4.36,53.84,24.26,18.88,0,81.0,1666.7,1
30.49,55.95,4.78,3.61,347,5552,31000,3.41,55.33,22.44,14.46,0,70.8,1597.4,1
18.06,41.14,16.31,23.88,78,1248,7499,9.73,43.0,20.08,33.63,0,54.9,1661.5,0
24.76,58.03,0.17,11.05,321,7383,36629,6.11,51.61,20.24,8.97,0,51.9,1643.8,0
35.26,69.17,3.16,14.04,107,1498,12139,9.11,62.62,27.26,35.12,0,81.7,2039.7,0
15.18,51.39,5.94,8.38,281,5620,28790,3.54,49.89,19.01,24.09,0,63.3,1360.5,0
39.02,78.71,31.22,18.53,243,5346,30209,13.87,57.74,29.17,349.96,0,98.9,2032.0,0
16.42,68.55,0.79,15.14,235,4465,22793,16.0,52.32,21.56,56.78,0,22.1,1773.6,0
37.44,42.48,0.77,4.48,90,1530,11805,17.63,59.28,23.66,45.3,0,81.1,1628.7,0
45.75,58.92,12.04,8.07,229,2977,20879,10.19,60.62,30.67,157.06,0,31.9,2433.2,0
13.23,34.35,2.94,28.52,272,5712,28246,12.46,43.46,20.04,174.96,0,89.2,1109.9,1
29.13,40.51,4.16,19.66,99,2079,13757,22.87,58.59,19.47,16.41,0,42.0,1906.0,0
38.18,28.9,3.05,9.99,294,4998,28607,14.3,54.05,23.84,9.89,0,39.4,1736.6,1
37.97,30.91,13.07,10.07,336,2688,20533,4.47,55.65,21.38,115.49,0,61.8,1195.5,0
27.85,50.56,0.86,7.16,225,4725,25982,11.15,53.91,21.28,15.2,0,56.2,1578.4,1
7.88,52.15,42.2,7.4,187,2431,13489,5.26,44.92,18.47,41.32,0,45.1,800.0,0
41.63,58.41,1.97,13.74,184,2024,15595,16.9,59.08,24.39,15.92,0,45.9,1817.4,1
33.54,41.55,45.42,32.6,74,814,8344,8.43,57.22,22.08,151.06,0,41.7,1534.4,0
32.02,67.51,22.58,10.09,248,4960,27995,16.37,62.07,23.55,55.5,0,53.2,1757.3,0
33.08,51.79,26.41,12.41,96,864,9035,6.8,56.54,22.9,175.99,0,72.1,1625.6,1
49.93,59.65,2.85,7.87,326,6846,37772,15.92,62.71,24.94,13.59,0,56.2,1738.9,0
31.3,10.0,16.61,11.51,153,2295,14654,16.13,52.85,23.53,283.76,0,55.7,2128.5,0
33.32,55.05,25.48,14.96,177,4071,23458,11.53,57.44,20.86,309.05,0,94.2,1108.9,1
17.48,66.81,12.25,38.03,158,2528,14872,14.18,46.57,21.96,220.56,0,93.8,1346.3,1
39.26,20.85,12.01,24.64,222,1776,14722,8.19,54.99,26.89,6.47,0,56.8,2393.8,0
8.96,55.49,2.6,24.63,229,4351,21846,9.7,49.06,18.11,107.21,0,38.7,925.8,1
38.24,43.16,8.02,9.28,101,1414,11526,11.25,63.63,20.1,1.6,0,32.6,1350.2,0
19.79,78.11,2.45,7.04,111,2553,15032,8.01,53.91,22.43,76.9,0,91.7,1579.1,1
36.91,35.69,54.1,12.19,160,2240,15681,4.95,59.31,25.14,65.91,0,57.9,2114.0,0
9.26,87.42,17.32,8.46,87,1566,8858,13.84,50.87,20.67,62.19,0,80.9,1107.4,0
1.99,74.38,0.74,9.35,292,5840,28892,6.26,44.98,18.29,5.98,0,66.9,800.0,1
41.22,56.7,9.72,14.38,262,4978,28627,8.53,59.06,26.52,113.72,0,37.5,2174.3,0
20.8,33.47,15.24,17.9,61,854,6432,9.35,53.54,18.48,22.79,0,42.4,1388.3,0
46.69,48.12,1.51,25.1,140,2800,18534,8.65,59.22,33.75,118.64,0,92.9,2337.1,0
36.46,65.29,16.4,16.58,250,2750,18727,20.05,58.07,25.36,18.34,0,56.1,1683.4,1
41.07,56.65,2.93,13.32,172,3268,20864,10.59,54.48,21.69,144.93,0,63.5,1123.6,1
32.47,38.52,7.86,7.47,244,3172,20072,15.08,55.01,17.63,162.03,0,44.1,1025.0,1
37.25,71.61,14.73,25.19,111,2109,14298,13.13,61.75,27.94,15.43,0,57.9,2353.0,0
24.78,53.56,6.81,19.46,304,5472,29553,8.06,58.79,22.0,41.57,0,84.9,1860.8,0
14.98,59.24,7.19,9.44,173,2941,16272,12.92,48.91,18.56,97.78,0,86.3,1349.6,0
